Title,Year,Runtime,Genre,IMDB Rating,Grosses,Action,Adventure,Fantasy,Drama,Romance,Sci-Fi,Animation,Crime,Thriller,Comedy,Family,Biography,Music,History,Mystery,Horror,Musical,War,Western,Sport,Documentary
Baahubali 2: The Conclusion,(2017),167,"['Action', 'Drama']",8.2,254158390,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Babe,(1995),91,"['Comedy', 'Drama', 'Family']",6.9,254134910,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Men in Black: International,(2019),114,"['Action', 'Adventure', 'Comedy']",5.6,253890701,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Wild Hogs,(2007),100,"['Action', 'Adventure', 'Comedy']",5.8,253625427,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

High School Musical 3: Senior Year,(2008),112,"['Comedy', 'Drama', 'Family']",4.9,252909177,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Hercules,(1997),93,"['Animation', 'Adventure', 'Comedy']",7.3,252712101,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Dark Phoenix,(2019),113,"['Action', 'Adventure', 'Sci-Fi']",5.7,252442974,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

True Grit,(2010),110,"['Drama', 'Western']",7.6,252276927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0

Dolittle,(2020),101,"['Adventure', 'Comedy', 'Family']",5.6,251410631,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Bean,(1997),89,"['Adventure', 'Comedy', 'Family']",6.5,251212670,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

American Hustle,(2013),138,"['Crime', 'Drama']",7.2,251171807,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Enemy of the State,(1998),132,"['Action', 'Thriller']",7.3,250849789,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

You've Got Mail,(1998),119,"['Comedy', 'Drama', 'Romance']",6.7,250821495,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Eragon,(2006),104,"['Action', 'Adventure', 'Family']",5.1,250425512,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Brother Bear,(2003),85,"['Animation', 'Adventure', 'Comedy']",6.8,250397798,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Godfather,(1972),175,"['Crime', 'Drama']",9.2,250341816,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

The Mask of Zorro,(1998),136,"['Action', 'Adventure', 'Comedy']",6.8,250288523,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Bad Guys,(2022),100,"['Animation', 'Adventure', 'Comedy']",6.8,250162278,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Ring,(2002),115,"['Horror', 'Mystery']",7.1,249348933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0

The Blair Witch Project,(1999),81,"['Horror', 'Mystery']",6.5,248639099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0

Unbreakable,(2000),106,"['Drama', 'Mystery', 'Sci-Fi']",7.3,248118121,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Love Actually,(2003),135,"['Comedy', 'Drama', 'Romance']",7.6,247933248,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Journey to the West: Demon Chapter,(2017),109,"['Adventure', 'Comedy', 'Fantasy']",5.4,247585244,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Dumb and Dumber,(1994),107,['Comedy'],7.3,247290327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Glass,(2019),129,"['Drama', 'Horror', 'Sci-Fi']",6.6,246999039,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Grown Ups 2,(2013),101,['Comedy'],5.3,246984278,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Peanuts Movie,(2015),88,"['Animation', 'Adventure', 'Comedy']",7,246233113,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Rango,(2011),107,"['Animation', 'Action', 'Adventure']",7.2,245724603,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Four Weddings and a Funeral,(1994),117,"['Comedy', 'Drama', 'Romance']",7.1,245700832,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Face/Off,(1997),138,"['Action', 'Crime', 'Sci-Fi']",7.3,245676146,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),112,"['Action', 'Adventure', 'Comedy']",5.9,245623848,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Dark Shadows,(2012),113,"['Comedy', 'Fantasy', 'Horror']",6.2,245527149,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0

Hulk,(2003),138,"['Action', 'Sci-Fi']",5.6,245285165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Lie huo ying xiong,(2019),118,"['Action', 'Drama']",5.7,245179562,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Bienvenue chez les Ch'tis,(2008),106,"['Comedy', 'Romance']",7.1,245144417,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Back to the Future Part III,(1990),118,"['Adventure', 'Comedy', 'Sci-Fi']",7.4,245077583,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Pixels,(2015),105,"['Action', 'Comedy', 'Fantasy']",5.6,244874809,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Hercules,(I) (2014),98,"['Action', 'Adventure', 'Fantasy']",6,244819862,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Rush Hour,(1998),98,"['Action', 'Comedy', 'Crime']",7,244721064,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Journey to the Center of the Earth,(2008),93,"['Action', 'Adventure', 'Family']",5.8,244232688,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

After Earth,(2013),100,"['Action', 'Adventure', 'Sci-Fi']",4.8,243611982,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

A Few Good Men,(1992),138,"['Drama', 'Thriller']",7.7,243240178,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Cloudy with a Chance of Meatballs,(2009),90,"['Animation', 'Adventure', 'Comedy']",6.9,243006126,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

8 Mile,(2002),110,"['Drama', 'Music']",7.2,242875078,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0

Daddy's Home,(2015),96,"['Comedy', 'Family']",6.1,242786137,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

RoboCop,(2014),117,"['Action', 'Crime', 'Sci-Fi']",6.1,242688965,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Eraser,(1996),115,"['Action', 'Crime', 'Thriller']",6.2,242295562,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Alien: Covenant,(2017),122,"['Horror', 'Sci-Fi', 'Thriller']",6.4,240891763,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0

Sully,(2016),96,"['Biography', 'Drama']",7.4,240797623,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Assassin's Creed,(2016),115,"['Action', 'Adventure', 'Sci-Fi']",5.6,240697856,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Click,(2006),107,"['Comedy', 'Drama', 'Fantasy']",6.4,240685326,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Jiang Ziya,(2020),110,"['Animation', 'Action', 'Adventure']",6.5,240646355,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Planes,(2013),91,"['Animation', 'Adventure', 'Comedy']",5.7,240171783,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Resident Evil: Retribution,(2012),95,"['Action', 'Horror', 'Sci-Fi']",5.3,240159255,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Die Hard 2,(1990),124,"['Action', 'Thriller']",7.1,240031274,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Crocodile Dundee II,(1988),108,"['Action', 'Adventure', 'Comedy']",5.7,239606210,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Bullet Train,(2022),127,"['Action', 'Comedy', 'Thriller']",7.3,239268602,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0

Crazy Rich Asians,(2018),120,"['Comedy', 'Drama', 'Romance']",6.9,238843729,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Batman & Robin,(1997),125,"['Action', 'Sci-Fi']",3.7,238235719,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Hauru no ugoku shiro,(2004),119,"['Animation', 'Adventure', 'Family']",8.2,237536126,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Gulliver's Travels,(2010),85,"['Adventure', 'Comedy', 'Family']",4.9,237382724,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Gone in Sixty Seconds,(2000),118,"['Action', 'Crime', 'Thriller']",6.5,237202299,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Saturday Night Fever,(1977),118,"['Drama', 'Music']",6.8,237113184,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0

Silver Linings Playbook,(2012),122,"['Comedy', 'Drama', 'Romance']",7.7,236412453,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

2 Fast 2 Furious,(2003),107,"['Action', 'Crime', 'Thriller']",5.9,236350661,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Hidden Figures,(2016),127,"['Biography', 'Drama', 'History']",7.8,235956898,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

A.I. Artificial Intelligence,(2001),146,"['Drama', 'Sci-Fi']",7.2,235926552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Dead Poets Society,(1989),128,"['Comedy', 'Drama']",8.1,235860116,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Spy,(2015),120,"['Action', 'Comedy']",7,235666219,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

American Pie,(1999),95,['Comedy'],7,235483004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

American Reunion,(2012),113,['Comedy'],6.7,234989584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Big Daddy,(1999),93,"['Comedy', 'Drama']",6.4,234801895,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Alvin and the Chipmunks: The Road Chip,(2015),92,"['Animation', 'Adventure', 'Comedy']",4.9,234798636,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Imitation Game,(2014),114,"['Biography', 'Drama', 'Thriller']",8,233555708,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0

Cruella,(2021),134,"['Adventure', 'Comedy', 'Crime']",7.3,233503234,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

The Day the Earth Stood Still,(2008),104,"['Adventure', 'Drama', 'Sci-Fi']",5.5,233093859,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

American Wedding,(2003),96,['Comedy'],6.3,232722935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Girl with the Dragon Tattoo,(2011),158,"['Crime', 'Drama', 'Mystery']",7.8,232617430,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

Juno,(2007),96,"['Comedy', 'Drama']",7.5,232372681,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Argo,(2012),120,"['Biography', 'Drama', 'Thriller']",7.7,232325503,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0

Mr. Bean's Holiday,(2007),90,"['Comedy', 'Family']",6.4,232225908,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

The English Patient,(1996),162,"['Drama', 'Romance', 'War']",7.4,231976425,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

Sister Act,(1992),100,"['Comedy', 'Family', 'Music']",6.5,231605150,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0

Annabelle Comes Home,(2019),106,"['Horror', 'Mystery', 'Thriller']",5.9,231252591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Constantine,(2005),121,"['Action', 'Fantasy', 'Horror']",7,230884728,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Get Smart,(2008),110,"['Action', 'Adventure', 'Comedy']",6.5,230685453,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Space Jam,(1996),88,"['Animation', 'Adventure', 'Comedy']",6.5,230594962,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

La vita è bella,(1997),116,"['Comedy', 'Drama', 'Romance']",8.6,230098753,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Heat,(I) (2013),117,"['Action', 'Comedy', 'Crime']",6.6,229930771,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Ghostbusters,(2016),117,"['Action', 'Comedy', 'Fantasy']",6.8,229147509,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Ghost Rider,(2007),110,"['Action', 'Fantasy', 'Thriller']",5.3,228738393,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Xia Luo te fan nao,(2015),104,['Comedy'],6.7,228122928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Paddington 2,(2017),103,"['Adventure', 'Comedy', 'Family']",7.8,227994792,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Sleepless in Seattle,(1993),105,"['Comedy', 'Drama', 'Romance']",6.8,227927165,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Lethal Weapon 2,(1989),114,"['Action', 'Crime', 'Thriller']",7.2,227853986,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

The Green Hornet,(2011),119,"['Action', 'Comedy', 'Crime']",5.8,227817248,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Out of Africa,(1985),161,"['Biography', 'Drama', 'Romance']",7.1,227514205,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Elf,(2003),97,"['Adventure', 'Comedy', 'Family']",7.1,227356156,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Fang hua,(2017),135,"['Drama', 'Romance', 'War']",7,227091290,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

Baby Driver,(2017),113,"['Action', 'Crime', 'Drama']",7.6,226945087,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Immortals,(2011),110,"['Action', 'Drama', 'Fantasy']",6,226904017,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Taken,(I) (2008),90,"['Action', 'Crime', 'Thriller']",7.8,226837760,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Percy Jackson & the Olympians: The Lightning Thief,(2010),118,"['Adventure', 'Family', 'Fantasy']",5.8,226497209,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Lightyear,(2022),105,"['Animation', 'Action', 'Adventure']",6.1,226425420,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Hansel & Gretel: Witch Hunters,(2013),88,"['Action', 'Fantasy', 'Horror']",6.1,226349749,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Valerian and the City of a Thousand Planets,(2017),136,"['Action', 'Adventure', 'Fantasy']",6.4,225973340,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Good Will Hunting,(1997),126,"['Drama', 'Romance']",8.3,225933435,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Shaonian de ni,(2019),135,"['Crime', 'Drama', 'Romance']",7.5,225918798,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Ford v Ferrari,(2019),152,"['Action', 'Biography', 'Drama']",8.1,225508210,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Jumper,(2008),88,"['Action', 'Adventure', 'Sci-Fi']",6.1,225132113,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Social Network,(2010),120,"['Biography', 'Drama']",7.8,224920375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Chicken Run,(2000),84,"['Animation', 'Adventure', 'Comedy']",7.1,224874811,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Con Air,(1997),115,"['Action', 'Crime', 'Thriller']",6.9,224012234,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Interview with the Vampire: The Vampire Chronicles,(1994),123,"['Drama', 'Fantasy', 'Horror']",7.5,223664608,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Flightplan,(2005),98,"['Drama', 'Mystery', 'Thriller']",6.3,223387299,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Yes Man,(2008),104,"['Comedy', 'Romance']",6.8,223241637,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Non-Stop,(2014),106,"['Action', 'Mystery', 'Thriller']",6.9,222809600,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

"Honey, I Shrunk the Kids",(1989),93,"['Adventure', 'Comedy', 'Family']",6.4,222724172,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Fahrenheit 9/11,(2004),122,"['Documentary', 'Drama', 'War']",7.5,222446882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1

Wild Wild West,(1999),106,"['Action', 'Comedy', 'Sci-Fi']",4.9,222104681,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Wo he wo de fu bei,(2021),157,['Drama'],6,221831086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Geostorm,(2017),109,"['Action', 'Sci-Fi', 'Thriller']",5.3,221600160,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Presumed Innocent,(1990),127,"['Mystery', 'Thriller']",6.9,221303188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Jungle Cruise,(2021),127,"['Action', 'Adventure', 'Comedy']",6.6,220889446,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Scary Movie 3,(2003),84,['Comedy'],5.5,220673217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Collateral,(2004),120,"['Action', 'Crime', 'Drama']",7.5,220239925,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Inferno,(I) (2016),121,"['Action', 'Adventure', 'Crime']",6.2,220021259,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Knocked Up,(2007),129,"['Comedy', 'Romance']",6.9,219922417,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Green Lantern,(2011),114,"['Action', 'Adventure', 'Sci-Fi']",5.5,219851172,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

What Happens in Vegas,(2008),99,"['Comedy', 'Romance']",6.1,219375562,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

It's Complicated,(2009),121,"['Comedy', 'Drama', 'Romance']",6.5,219103655,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Terminal,(2004),128,"['Comedy', 'Drama', 'Romance']",7.4,219100084,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Little Women,(2019),135,"['Drama', 'Romance']",7.8,218843645,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Captain Phillips,(2013),134,"['Action', 'Biography', 'Crime']",7.8,218791811,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0

The Prince of Egypt,(1998),99,"['Animation', 'Adventure', 'Drama']",7.2,218613188,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Jack Reacher,(2012),130,"['Action', 'Mystery', 'Thriller']",7,218340595,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Kingdom of Heaven,(2005),144,"['Action', 'Adventure', 'Drama']",7.2,218122627,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Emoji Movie,(2017),86,"['Animation', 'Adventure', 'Comedy']",3.4,217776646,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Zhe ge sha shou bu tai leng jing,(2022),109,['Comedy'],6.1,217254604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Dracula Untold,(2014),92,"['Action', 'Drama', 'Fantasy']",6.2,217124280,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Central Intelligence,(2016),107,"['Action', 'Comedy', 'Crime']",6.3,216972543,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Million Dollar Baby,(2004),132,"['Drama', 'Sport']",8.1,216763646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0

The Help,(2011),146,['Drama'],8.1,216639112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Twins,(1988),107,"['Comedy', 'Crime']",6.1,216614388,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Valentine's Day,(I) (2010),125,"['Comedy', 'Romance']",5.7,216528528,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Bad Teacher,(2011),92,"['Comedy', 'Romance']",5.6,216197492,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Smile,(V) (2022),115,"['Horror', 'Mystery', 'Thriller']",6.5,216135048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Song ni yi duo xiao hong hua,(2020),122,"['Drama', 'Family']",6.7,216000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

The Croods: A New Age,(2020),95,"['Animation', 'Adventure', 'Comedy']",6.9,215905815,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Clear and Present Danger,(1994),141,"['Action', 'Crime', 'Drama']",6.9,215887717,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

One Hundred and One Dalmatians,(1961),79,"['Animation', 'Adventure', 'Comedy']",7.3,215880014,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Ted 2,(2015),115,['Comedy'],6.3,215863606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Dracula,(1992),128,"['Drama', 'Fantasy', 'Horror']",7.4,215862692,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Vertical Limit,(2000),124,"['Action', 'Adventure', 'Drama']",5.9,215663859,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Ghostbusters II,(1989),108,"['Action', 'Comedy', 'Fantasy']",6.6,215394738,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Patriot,(2000),165,"['Action', 'Drama', 'History']",7.2,215294342,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

The Sorcerer's Apprentice,(2010),109,"['Action', 'Adventure', 'Family']",6.1,215283742,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Just Go with It,(2011),117,"['Comedy', 'Romance']",6.4,214945591,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Expendables 3,(2014),126,"['Action', 'Adventure', 'Thriller']",6.1,214657577,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Dirty Dancing,(I) (1987),100,"['Drama', 'Music', 'Romance']",7,214577242,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0

Creed II,(2018),130,"['Action', 'Drama', 'Sport']",7.1,214215889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0

Smallfoot,(2018),96,"['Animation', 'Adventure', 'Comedy']",6.6,214115531,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Public Enemies,(2009),140,"['Action', 'Biography', 'Crime']",7,214104620,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0

The Bourne Identity,(2002),119,"['Action', 'Mystery', 'Thriller']",7.9,214034224,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Disclosure,(1994),128,"['Drama', 'Thriller']",6.1,214015089,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Pulp Fiction,(1994),154,"['Crime', 'Drama']",8.9,213928762,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

